WL,Beta25ME,Beta30ME,Beta35ME,Beta40ME,Beta45 ME,Beta50ME,Beta55ME,Beta60ME,Beta65ME,Beta70ME,Beta75ME,Beta80ME,Beta85ME,Beta90ME
195.3,2256064.987,2115532.17,122687.298,-659423.9842,2429522.749,-390340.6426,-533515.4131,-290471.6247,1592958.581,2657470.798,-595352.6378,-1010296.471,1209204.917,854809.1631
195.2,1922245.831,2140021.963,115584.2633,-605546.4395,2648816.81,-658847.0516,-514981.9515,-274761.1539,1527743.317,2367910.329,-667556.7441,-1204667.044,1071290.18,835173.5614
195.1,1563501.2,2184346.3,69596.37103,-536415.9913,2786166.55,-835060.1643,-436771.7782,-199224.7647,1501709.732,2068502.218,-735724.3117,-1329370.025,1052482.178,833013.0484
195,1238455.398,2205832.064,-46137.49683,-517450.825,2886871.126,-925771.8697,-340935.3201,-135668.6788,1503760.826,1717886.367,-815965.6856,-1321722.684,1047446.949,803698.9054
194.9,930637.9975,2296967.517,-132441.0394,-501420.0572,2902667.142,-1006803.044,-314470.0303,-26749.77718,1513526.902,1313526.263,-876177.552,-1210225.491,1093177.808,744728.4387
194.8,606393.9336,2343301.171,-148656.4257,-417156.0707,2948543.228,-1069895.595,-273452.1138,61821.30937,1512991.748,948892.9399,-947711.2228,-1057065.808,1212033.876,668672.8102
194.7,348952.6934,2395085.843,-154580.9264,-405766.6259,2941182.365,-1116257.101,-210180.5153,125838.3445,1481632.478,628916.1876,-997962.05,-846990.7321,1320314.173,599582.1504
194.6,115506.079,2368029.694,-150062.9475,-405502.0327,2885319.376,-1074725.913,-151357.2659,142024.2873,1411616.737,272877.1707,-999292.9737,-582077.2203,1523406.375,631116.4891
194.5,-41191.59314,2274128.944,-66164.02011,-402348.7978,2775781.764,-922135.205,-93577.26974,100188.5191,1282720.053,-74977.5604,-944663.4273,-294285.348,1781392.717,630185.4393
194.4,-116981.2359,2191886.211,-24306.16931,-484374.6838,2679155.505,-684460.8685,-99223.64915,50758.12992,1082842.757,-404547.1098,-802234.6903,-10203.56981,2042540.252,605331.5819
194.3,-79793.15691,2102322.403,28569.70103,-592841.9864,2540552.428,-481227.4171,-142293.4562,12612.86013,875399.6877,-741865.6595,-655888.7801,301061.3216,2248127.19,535248.2002
194.2,-37621.37522,2006690.855,53435.296,-667839.2421,2301980.862,-213449.1368,-229173.5335,-87381.80967,620874.9412,-985347.1208,-496273.4207,688290.5071,2429880.845,538357.6678
194.1,38149.368,1923735.909,51731.75337,-662181.324,2039854.531,173581.7033,-371274.0157,-198033.1005,321337.5174,-1129988.096,-335392.7885,1036278.331,2637218.475,598728.6881
194,156370.81,1832833.219,80960.94802,-628834.6213,1745189.204,556365.9218,-537438.5546,-293525.3885,51781.09105,-1164387.203,-224774.92,1390172.75,2829078.397,673550.8746
193.9,329876.1195,1639869.168,41090.13258,-610716.9491,1444318.867,920030.3958,-674452.083,-393949.4553,-197581.7005,-1067565.981,-174590.3406,1743983.613,2931473.982,680436.2664
193.8,521654.4751,1503307.238,44350.00057,-646586.2397,1128428.388,1248177.707,-824969.8126,-407415.8573,-404952.9521,-834393.7077,-110918.8682,2036711.243,2976037.05,712308.807
193.7,774784.6364,1322880.528,69473.62365,-682954.8755,869670.1505,1550430.693,-989109.1191,-437873.9184,-575120.2093,-577704.4693,46777.09622,2340157.883,2934676.953,749853.1915
193.6,1036198.754,1106546.729,85752.27357,-667996.4065,709450.0066,1816736.8,-1113457.983,-390505.7647,-728373.395,-162769.3901,271973.9728,2575904.469,2837573.232,798872.566
193.5,1238905.008,862742.9807,60094.09261,-690522.6393,677917.6573,2104132.778,-1209153.192,-276133.8556,-863872.9728,222337.8772,475143.7626,2727757.101,2632901.428,834270.3635
193.4,1402053.582,597990.6123,-31353.69911,-650853.5514,627117.7495,2357346.495,-1266530.131,-163936.9823,-1018425.252,596241.9097,640932.3005,2786982.214,2387705.085,909305.4183
193.3,1570822.275,284827.6326,-150383.2446,-519064.2468,680422.3405,2606541.578,-1256137.387,-31299.58681,-1138506.804,999314.8574,762997.3071,2798680.019,2067587.083,973058.457
193.2,1713229.128,97495.63663,-312395.0625,-344993.7423,801518.4982,2777890.552,-1259579.088,78261.89828,-1220622.214,1370035.814,902883.5619,2731059.543,1740046.546,995445.4303
193.1,1820657.952,-83897.73376,-449834.3274,-131085.2479,927053.0579,2847818.759,-1257681.179,214823.8278,-1235055.475,1679578.044,976880.138,2619353.46,1382702.468,1048437.682
193,1857661.214,-228264.3674,-509312.0969,18212.14991,1100001.528,2840995.039,-1237550.211,428802.151,-1201495.904,1959792.205,1013236.837,2457434.349,1103136.858,1143774.795
192.9,1827278.751,-320523.8435,-524270.5659,196397.7951,1313277.585,2815908.419,-1137522.039,730486.1619,-1123395.149,2178059.724,1091164.512,2212297.688,906581.8986,1233889.673
192.8,1753986.431,-370482.2255,-543886.2734,300973.787,1561402.359,2702013.972,-978990.9154,991609.8234,-1018930.565,2318692.012,1113078.003,1864385.463,740912.7261,1283903.759
192.7,1658012.702,-422408.1465,-608224.2025,413376.1676,1798370.45,2531759.18,-781138.8524,1214538.559,-861575.1896,2420789.183,1118662.313,1612584.236,599570.2139,1290637.955
192.6,1529376.633,-385136.3129,-613812.4907,460642.8608,1971869.99,2321357.839,-619223.7204,1480210.041,-772427.1705,2462049.81,1116105.904,1333293.166,480706.1884,1321318.831
192.5,1328367.356,-360003.9363,-548453.9879,548089.9235,2104391.403,2070849.736,-482303.6948,1737919.853,-713134.4174,2428746.874,1090008.658,1039964.731,451573.0828,1395989.822
192.4,1055514.058,-313322.1335,-358243.2973,648639.3239,2166361.919,1800439.45,-322179.0432,1878114.468,-683301.0351,2396975.794,1030123.057,741193.2347,454585.0688,1505744.281
192.3,833627.78,-232189.4983,-143385.6493,714007.7739,2152973.104,1560517.066,-211593.0054,1890041.057,-655586.3879,2289726.018,959918.3203,488110.8195,494874.8566,1593404.212
192.2,651466.2935,-216608.3399,159847.525,801156.4232,1995649.56,1312300.778,-101944.5825,1817781.247,-684990.0549,2052049.692,895007.4375,273714.7176,612594.9641,1659602.251
192.1,554394.4039,-165375.3348,503546.75,827597.8399,1812740.05,1105882.261,-16096.27954,1687575.523,-735688.5021,1811862.715,843747.9731,110494.5243,765104.1057,1677715.944
192,470476.577,-92226.84963,772721.6051,762147.8236,1564521.774,860367.6101,44655.97377,1518759.084,-788167.4827,1489878.635,773463.6597,-3020.600117,971974.2217,1638709.334
191.9,404535.1733,-29519.8493,1050508.671,687047.1179,1192555.439,603141.2275,98187.55783,1310273.557,-794812.1544,1148726.468,630340.6142,-14426.99477,1154541.55,1570066.294
191.8,336874.9084,1807.163698,1317111.202,607527.9045,767628.683,383222.4883,228988.5172,1109638.291,-805845.4925,834170.8924,495599.0065,5121.64929,1378363.537,1535838.278
191.7,339077.1993,-19302.01533,1539391.386,581102.4032,303430.724,187783.9928,371707.7099,914967.3152,-842862.68,565389.943,362132.6186,85000.66968,1607765.854,1483015.127
191.6,380536.7677,-128064.3096,1760579.377,462459.2037,-132669.823,-87594.6779,483736.0791,734017.3871,-911264.9996,308467.9422,204395.2742,273714.7176,1798350.556,1374227.527
191.5,528332.967,-318492.643,1926911.028,315800.9541,-584184.019,-303621.7085,600901.1376,588109.1499,-939067.1813,101633.6358,125354.7159,488009.359,1987337.752,1187866.369
191.4,670974.5722,-513113.8836,2072799.371,50912.70806,-990473.8631,-407837.6149,651452.3676,501012.2255,-1015025.328,-31266.36346,133402.7263,687295.7958,2098323.663,1036330.056
191.3,790140.9899,-774810.4989,2107594.373,-146333.1779,-1311463.231,-495105.6296,718708.7797,380681.9955,-1107137.587,-124256.3556,223569.3299,932014.678,2250375.238,831377.743
191.2,902823.8792,-1065845.13,2076778.216,-309426.8439,-1550084.533,-546432.7344,812229.5498,263433.3813,-1222719.065,-199278.4791,340875.6374,1206907.134,2331742.625,574606.9382
191.1,1024035.423,-1298450.418,1954623.685,-459212.4659,-1695387.986,-527270.6153,894508.0925,201329.5739,-1329463.528,-301789.4503,424045.4414,1441408.341,2320741.118,335006.8405
191,1173950.358,-1552714.55,1796741.113,-526554.4231,-1786636.835,-496424.6169,994398.994,110145.3807,-1453137.977,-329446.4042,524797.7629,1617008.712,2324680.174,135061.1091
190.9,1370141.253,-1776669.828,1584085.756,-583619.0229,-1802934.186,-434657.0219,1103490.975,55438.84357,-1542628.177,-271605.9296,625267.5864,1809793.715,2307650.716,-40600.73461
190.8,1544438.552,-1920674.188,1305530.773,-643972.1384,-1791156.804,-336383.521,1202228.012,14344.1751,-1608935.635,-191120.0557,775566.4795,1977583.612,2313917.398,-169640.0602
190.7,1664571.829,-2066552.583,1066573.259,-709531.5729,-1744811.213,-188778.7041,1317606.569,60865.78966,-1654200.968,-85659.56647,932740.8173,2079026.264,2312823.215,-259725.0974
190.6,1738106.859,-2165566.15,837887.1339,-794766.3976,-1557656.276,-41480.25837,1459466.331,188705.6923,-1721803.54,59249.38374,1153759.707,2108847.709,2335462.845,-310150.9937
190.5,1832059.334,-2212257.9,614673.9107,-827764.9514,-1318631.121,116099.1259,1633156.856,318096.7479,-1794298.102,207397.313,1395325.355,2053303.028,2326132.453,-338245.6206
190.4,1901078.374,-2248624.546,374441.1766,-845150.5161,-1032339.274,256931.948,1761122.49,394405.0331,-1851468.141,350623.8085,1623695.161,1980006.729,2250952.17,-346217.2373
190.3,2000085.972,-2232052.655,125842.7213,-824369.0069,-738557.2496,425225.169,1865509.486,470922.2077,-1907496.252,483437.6657,1849170.358,1881442.773,2187788.001,-285145.9402
190.2,2049324.183,-2154783.479,-51703.70251,-782953.2058,-474208.7339,608098.8688,1910943.921,606726.1672,-1970356.04,633969.3212,2045007.136,1693643.262,2112707.189,-147665.4943
190.1,2064602.949,-2093708.203,-192972.6061,-688949.006,-180960.472,798814.8728,1981514.712,683565.6283,-2016757.334,765412.4662,2169624.572,1506955.839,2063051.2,16055.79479
190,2080259.706,-1953515.577,-271343.3258,-599504.5629,48614.32805,984905.469,2028673.976,705898.8871,-2044211.367,900351.0268,2260481.505,1339909.986,1995967.867,177615.6557
