WL,Beta25 ME,Beta30 ME,Beta35 ME,Beta40 ME,Beta45 ME,Beta50 ME,Beta55 ME,Beta60 ME,Beta65 ME,Beta70 ME,Beta75 ME,Beta 80 ME,Beta85ME,Beta90 ME
195,6652211.619,4859781.584,5326380.777,5962419.097,6214478.949,4718651.94,5894321.159,4118880.795,4151646.586,5499361.077,2620009.969,1588106.379,2351875.582,2181262.694
194.9,6734414.563,5108041.639,5233633.892,5948871.129,6234492.541,4660978.577,5912046.915,4045351.733,4061963.412,5412065.211,2878535.445,1394722.559,2229008.838,2311748.927
194.8,6795708.676,5361792.5,5130900.105,5920123.971,6201428.337,4634499.362,5935919.987,4016286.268,3916496.827,5223905.615,3164793.472,1237074.739,2092514.549,2339143.277
194.7,6851472.193,5579892.907,5010241.621,5888293.209,6147833.29,4645301.927,5905621.08,3981948.833,3735936.826,5055043.419,3335346.678,1093917.873,1978825.012,2327704.097
194.6,6917899.016,5797277.122,4894676.058,5852583.072,6092010.09,4668797.008,5860640.234,3928294.103,3518035.361,4937587.905,3521496.956,997890.4308,1849245.956,2250733.334
194.5,6984047.319,6012691.808,4796398.578,5787588.633,6005132.002,4776166.15,5746268.325,3964402.125,3212062.155,4802008.75,3638176.596,905165.4297,1700200.399,2123211.341
194.4,7011879.342,6200771.827,4726152.064,5754504.534,5858869.648,4861631.747,5570562.515,4016962.672,2929484.559,4627874.584,3658349.342,825898.873,1600212.016,2000424.174
194.3,6992760.991,6366212.216,4665056.894,5699775.517,5716765.186,4933967.156,5353297.665,4099603.289,2703128.048,4398752.776,3581796.358,747396.2545,1563815.528,1942736.885
194.2,7040427.558,6464151.494,4671204.21,5602293.806,5649681.854,5045136.094,5118207.589,4227841.474,2479556.729,4158331.046,3405632.98,734138.7419,1584855.663,1805224.011
194.1,7087616.663,6545021.525,4692431.35,5533002.215,5630404.349,5078439.03,4842254.771,4321722.33,2330807.596,3941722.706,3126138.99,719050.9604,1661140.075,1698724.248
194,7099911.295,6587953.266,4788361.311,5416839.825,5674350.695,5121251.405,4558781.935,4435179.105,2232211.809,3717673.926,2821120.707,706340.539,1769557.642,1632709.235
193.9,7134865.452,6620758.846,4927043.965,5318045.096,5676220.753,5185271.027,4291085.221,4544537.669,2169147.11,3502836.172,2551275.416,670875.1011,1823431.208,1604505.19
193.8,7209090.811,6615307.828,5111025.773,5203892.023,5735306.606,5288601.64,4025178.987,4618683.451,2094981.433,3338927.638,2282603.885,610034.5771,1855709.59,1594560.066
193.7,7268793.386,6549477.832,5357157.145,5100879.717,5802648.563,5321427.114,3752628.082,4712683.672,2005974.663,3133559.536,2038640.983,604744.7022,1878446.702,1621488.892
193.6,7318389.693,6496817.814,5577067.927,4975426.724,5861237.061,5266499.154,3521894.841,4718651.94,1899866.816,2954173.295,1775221.528,573220.3106,1959266.998,1566178.963
193.5,7350140.878,6399216.738,5805413.861,4834078.244,5947120.437,5205045.888,3303297.078,4648146.801,1840060.792,2896281.095,1468717.146,486879.3669,1982232.893,1493958.941
193.4,7336493.439,6296463.057,5981636.92,4684254.822,6075617.247,5063498.465,3164833.261,4545532.38,1766891.815,2842526.895,1210338.888,444180.3882,2013972.142,1423929.274
193.3,7296307.101,6128913.88,6093780.676,4612814.655,6189591.272,4884828.416,2998557.314,4394037.844,1672223.148,2679453.919,1088528.527,355676.942,2048966.087,1300784.011
193.2,7261989.56,5938645.496,6212390.055,4565685.232,6303565.296,4635215.554,2883906.886,4258319.43,1576390.669,2459941.022,910843.242,282480.1139,2063986.228,1202226.022
193.1,7191245.69,5753390.458,6288246.742,4511473.464,6415947.783,4364335.763,2833952.483,4101234.616,1544273.43,2216216.851,792309.4606,209531.9635,2083940.138,1130811.717
193,7121954.099,5568115.525,6418275.407,4468422.357,6439621.912,4089855.118,2772558.899,3954892.684,1433981.826,2007088.74,734345.6418,134821.7815,2091698.886,1010433.741
192.9,7042894.442,5371640.142,6460510.85,4461936.839,6431902.952,3769100.502,2819270.544,3813524.31,1324151.769,1851619.337,648213.5875,89996.30894,2132760.57,910025.5893
192.8,6883243.273,5160880.705,6435324.759,4443872.882,6374249.484,3366162.835,2909311.814,3625464.185,1245513.87,1691257.945,588230.5047,62590.42017,2120784.245,807866.7459
192.7,6715077.375,5006262.775,6285023.877,4421511.771,6238252.55,2932349.328,2978245.309,3434996.859,1139115.567,1556896.316,583863.7219,115353.0924,2018826.334,710687.4275
192.6,6524371.318,4915127.323,6049695.07,4426982.683,6037121.918,2569896.412,3028358.866,3218706.827,979309.223,1532766.609,571658.6138,231475.2955,1839784.262,618764.1637
192.5,6320574.86,4786829.455,5760532.485,4477116.134,5753310.881,2171653.783,3024996.742,2954431.92,795450.759,1495956.321,562831.5455,371683.8368,1681036.291,550127.0923
192.4,6077367.939,4656024.915,5379120.371,4528005.566,5438862.734,1743524.057,3053027.707,2679434.024,617538.6794,1500557.856,543329.2351,462409.4681,1532364.746,405315.027
192.3,5825487.135,4506539.696,5006163.304,4565943.856,5123181.145,1336458.338,3005838.601,2389614.93,460833.8454,1617494.131,481480.0738,528382.7026,1314314.074,291052.5361
192.2,5595370.615,4414310.061,4627894.478,4523827.779,4829104.687,896646.7218,2964836.6,2197217.864,311535.6319,1734346.85,497053.2744,657886.1605,1086061.643,216819.2187
192.1,5405480.222,4306443.564,4292298.769,4477772.644,4531009.594,509135.0383,2805642.998,2010172.345,95533.07116,1837339.261,542515.5612,752015.694,828186.709,211573.1112
192,5149580.784,4242961.087,4005344.443,4304195.516,4260627.16,75298.85216,2559312.684,1782069.121,-78700.76492,1944252.825,571461.661,852390.0252,606340.2192,318574.2093
191.9,4897600.509,4152601.509,3661731.36,4000390.781,4080763.457,-287537.2263,2325396.367,1527918.386,-244386.6486,2066473.007,574501.4988,951789.5393,434396.4075,390093.9542
191.8,4732876.312,4006458.52,3333397.043,3645577.248,3906450.242,-584235.7439,2036571.984,1263472.388,-480306.3144,2194691.297,609008.035,982927.9829,243620.7209,359641.8614
191.7,4578556.796,3851621.754,2967064.754,3252069.445,3775387.077,-845397.2045,1720552.193,965299.7086,-683931.682,2390609.642,655272.0591,973207.6637,46288.09613,382367.0365
191.6,4417711.974,3659443.524,2727697.418,2812029.045,3677209.069,-969771.9308,1351371.05,662445.9172,-881745.9461,2568086.038,753579.3802,947189.9941,-195265.2168,435755.1832
191.5,4336483.846,3438657.397,2491413.688,2421067.703,3547319.663,-1018445.146,990247.0689,353964.0491,-1233941.398,2706589.644,936461.0377,868420.793,-427443.3753,469607.1993
191.4,4283147.424,3187711.621,2284314.789,1982917.255,3492869.164,-970667.171,681826.8729,76380.10338,-1573145.921,2828183.157,1071787.536,797587.399,-608856.8389,485596.1893
191.3,4210632.968,2943768.614,2108032.046,1502531.363,3375075.448,-919019.7691,353086.7137,-147332.8628,-1852592.165,2810616.555,1183463.777,677824.1545,-742331.1844,460075.8753
191.2,4135154.272,2732790.34,1922824.753,1026510.265,3292375.148,-811137.3568,33097.03019,-326468.2384,-2061559.133,2738201.57,1280921.615,496400.7438,-861067.8869,391989.874
191.1,4068767.238,2508005.473,1789833.838,608395.2928,3178341.441,-593524.3584,-238215.4595,-417935.9244,-2239612.461,2625043.209,1357522.345,284439.6952,-951429.4538,401602.7643
191,3996829.714,2285727.279,1642085.384,243879.3459,3070037.271,-357610.6609,-432122.4974,-450260.0639,-2452759.206,2390569.853,1404050.962,130682.7877,-916463.361,436467.3965
190.9,3952226.858,2038302.782,1544088.413,-2575.62595,2935691.558,-73182.50433,-605021.232,-474660.3329,-2610818.837,2064702.42,1418297.218,-46944.00878,-832219.2688,468312.0852
190.8,3924832.508,1830994.993,1515679.458,-238862.0219,2806936.123,239339.4833,-681695.571,-466081.9423,-2730542.293,1744604.313,1325094.756,-193802.1953,-700185.2652,553489.2166
190.7,3904162.406,1679969.96,1520615.215,-434750.5248,2642092.561,600841.4549,-714162.9489,-427457.3013,-2807095.277,1476360.508,1216862.205,-335434.5664,-557533.7129,640054.9651
190.6,3882119.603,1540668.596,1545570.533,-541900.8296,2415497.319,984262.8855,-714676.2199,-365275.9064,-2902010.632,1235435.455,1081625.231,-476566.1998,-394725.3301,744398.1946
190.5,3833518.008,1422258.159,1538024.653,-605214.206,2195845.163,1348012.905,-644310.3402,-301723.7993,-2930220.646,1030773.598,879289.0091,-578961.7845,-196081.079,917647.0675
190.4,3780102.009,1316991.837,1533701.638,-655510.7898,1962847.959,1714707.269,-552367.1822,-245261.9946,-2960917.437,831230.5257,682141.2016,-586654.8819,9542.126561,1118330.079
190.3,3763908.108,1296170.539,1491044.437,-624420.0924,1717323.36,2051910.433,-465974.5135,-182505.0598,-3031064.481,682133.2439,432408.9743,-561814.9505,204295.8031,1323109.312
190.2,3728735.116,1283778.426,1453633.344,-526401.2376,1464847.719,2363871.801,-370062.4573,-167142.3401,-3056170.995,597899.0988,156978.9765,-544970.5088,404728.1473,1564012.481
190.1,3665272.533,1253720.239,1393240.44,-381644.8761,1195788.251,2575128.594,-251904.6769,-155934.5296,-3013080.1,483395.8878,-84337.59511,-537605.6661,611309.797,1769195.567
190,3596816.499,1238324.097,1365147.802,-233615.9143,1006856.759,2736550.349,-113942.7906,-85591.72716,-2922720.522,412994.1985,-285850.1959,-518632.5421,781928.6532,1952089.161
