WL,Beta25 ME,Beta30 ME,Beta35 ME,Beta40 ME,Beta45 ME,Beta50 ME,Beta55 ME,Beta60 ME,Beta65 ME,Beta70 ME,Beta75 ME,Beta80 ME,Beta85 ME,Beta90 ME
195.6,550337.9711,-33837.8912,1741691.799,1496563.095,-1222902.092,342325.9265,378382.2229,264831.9454,665853.7983,2004462.702,2598981.772,2993782.7,1955875.032,1713511.626
195.5,724223.4593,-92075.85245,1617969.603,1367857.396,-1213993.457,252429.8845,464689.3465,589839.9476,333829.1023,2029250.908,2513098.395,2969133.753,2075504.985,1851852.1
195.4,923875.9499,-9030.825042,1527190.257,1233487.81,-1144757.57,114672.113,450848.933,876625.1721,25429.59629,1968947.529,2335801.047,2889218.645,2170957.485,2036731.138
195.3,1063024.129,129995.6411,1409239.377,1089121.375,-1099886.141,-49683.04591,382747.0163,1207959.538,-243742.0757,1804277.046,2211661.073,2781013.946,2288412.999,2177084.907
195.2,1234607.855,199931.0097,1240526.387,881708.147,-1015224.27,-221078.5727,254494.9052,1524391.139,-429979.8892,1599093.961,2066035.334,2637954.562,2331543.683,2273014.868
195.1,1393041.497,249535.2745,1124928.994,638714.0942,-942862.9998,-367888.0184,135302.0282,1835994.412,-538791.362,1309161.469,1881804.848,2511407.386,2365781.647,2324859.222
195,1559490.524,294961.7517,1062763.514,362446.9474,-941092.4136,-452919.922,67528.36617,2099298.481,-593892.4016,986186.6572,1690066.28,2393394.833,2370556.261,2325376.472
194.9,1658293.211,308611.1806,979040.651,138102.3395,-988641.6048,-531285.2702,-45488.94504,2401631.043,-590468.6052,610386.7049,1547607.702,2202967.296,2360867.773,2319030.214
194.8,1717828.674,252825.7796,890286.5376,-40292.17515,-1024934.642,-548392.3158,-215701.1632,2617085.518,-572673.2194,253647.4112,1413958.287,2007466.73,2327863.251,2348831.766
194.7,1660115.522,162560.8986,744971.1483,-202256.6448,-998789.6498,-567940.3829,-380765.5513,2776875.947,-528605.5179,-33470.44483,1301404.71,1820739.519,2271522.801,2300568.372
194.6,1609614.028,-37081.04803,597566.8652,-260751.6395,-933011.3787,-536674.6163,-497148.7667,2911778.698,-421749.6476,-215709.1209,1205118.643,1660125.469,2266250.831,2216017.908
194.5,1590619.02,-259275.4879,518153.0912,-305682.7504,-735137.4321,-465485.1155,-542342.4814,2935373.25,-220447.9257,-348524.9676,1122171.654,1489363.375,2253896.516,2090584.809
194.4,1588826.55,-438667.698,375139.464,-389156.9361,-676099.325,-388542.2045,-598310.9093,2852334.748,-12057.07512,-404620.7185,1022716.436,1313961.946,2225984.916,1911363.689
194.3,1608665.073,-549231.8521,267328.6708,-439401.795,-695380.8095,-260403.4905,-605224.1531,2731139.119,211057.8507,-400466.804,956030.9884,1189766.268,2131387.868,1765642.458
194.2,1649559.645,-673353.9217,210136.748,-433821.4644,-659386.1852,-130164.1452,-573174.5539,2480491.758,519352.7131,-402241.369,930033.213,1123170.344,2046220.684,1622585.063
194.1,1674825.313,-813494.8226,171528.6191,-442364.0453,-719745.2689,37544.38457,-476667.6604,2214406.476,858107.6259,-422615.0465,951435.4221,1087856.103,1903656.666,1483259.826
194,1717104.524,-980777.417,29552.67477,-405947.6634,-883132.5737,222288.1417,-291695.1197,2012201.556,1250171.109,-288464.2972,921621.934,1093655.27,1780724.271,1330915.806
193.9,1778418.53,-1163111.983,-109040.2564,-372043.9223,-1093392.666,385074.6408,-52952.66206,1791668.085,1574824.994,-96871.15685,850519.9679,1132114.789,1621218.33,1166450.234
193.8,1827394.138,-1283889.833,-187933.3985,-317929.6364,-1360204.087,454392.0948,219049.3616,1668652.135,1827945.208,124969.1658,837724.0013,1165558.973,1528417.731,1036648.363
193.7,1837343.24,-1425431.288,-278851.4069,-246268.6425,-1560202.737,414223.6617,432174.2224,1574164.505,1990914.734,288762.7106,863198.5585,1209354.124,1458061.798,928256.6586
193.6,1856389.973,-1545254.215,-306295.4926,-190873.1683,-1650574.251,432128.4657,678570.188,1495787.22,2065140.093,447474.8721,902618.9687,1281538.336,1401438.85,853949.7326
193.5,1947183.245,-1618345.604,-238873.9584,-181913.4055,-1688102.72,365446.9968,951803.4653,1422512.805,2039934.108,617039.3343,948570.6534,1345748.942,1321816.187,775928.5544
193.4,1997837.925,-1651431.692,-223362.4299,-200241.3597,-1640173.549,340780.1451,1199737.255,1399519.058,1989359.005,793318.0979,1007753.988,1397414.248,1202898.447,757452.7861
193.3,2011724.095,-1564476.017,-115420.5338,-198436.5554,-1608243.315,400124.6233,1434640.325,1503587.747,1866466.399,949559.3965,1091242.1,1427742.997,1048511.291,677302.9257
193.2,2002493.174,-1373043.821,-56121.0166,-249167.2313,-1599384.416,353846.6732,1583725.671,1617412.565,1665122.899,1064577.868,1131661.2,1437286.257,871763.0231,551127.7719
193.1,1904561.853,-1064540.069,-23490.10814,-240946.9369,-1623462.399,282388.6004,1675768.3,1794723.839,1460240.216,1094747.463,1115777.65,1438223.276,706583.2485,516760.4954
193,1862167.256,-718229.3288,59809.40622,-213954.4501,-1627359.678,127970.8067,1667277.444,1992963.839,1221008.162,1068274.215,1069802.092,1379646.715,568897.2952,548054.1139
192.9,1776852.855,-407606.8419,134737.0321,-145684.8251,-1625768.14,-49911.82951,1635056.754,2214386.582,925936.9917,963348.085,973010.7109,1312070.005,392759.7805,556192.842
192.8,1759137.046,-128301.4487,229503.7777,-94249.49566,-1620868.192,-201735.4161,1588181.977,2459125.358,659684.5986,795633.7859,805515.2483,1182952.495,220883.6093,629411.5539
192.7,1698943.084,175472.0528,379426.6698,-37185.8906,-1541424.576,-367496.1021,1516013.681,2675435.285,354686.2095,549922.1818,623425.3811,1079126.516,82904.21608,676853.3162
192.6,1594422.796,443870.0383,594926.9014,31194.5453,-1373465.578,-497707.7945,1451846.842,2830152.686,54433.38935,372911.3106,439234.6835,921791.0349,-50729.28329,738863.6207
192.5,1501242.217,742784.7728,723940.9613,108063.6488,-1109172.766,-612177.1853,1338801.878,2901393.911,-244271.2621,213540.6502,221420.7534,712406.2887,-149224.6048,775126.8171
192.4,1462742.91,1042556.948,883267.8544,224916.169,-877180.221,-632051.5177,1257265.39,2871274.052,-516430.2512,99242.34973,-29018.1169,582703.8885,-265536.201,809710.9407
192.3,1379451.751,1337568.436,1076697.431,355539.6719,-637365.2657,-699154.7443,1096911.955,2792691.857,-715115.8823,75456.41444,-302907.5058,460752.279,-343716.533,795434.8437
192.2,1329718.174,1556148.294,1224406.096,528979.5294,-380532.7888,-729638.6678,891064.4018,2664891.345,-794507.7727,91390.69529,-501143.5274,334360.2782,-346877.7256,857502.8414
192.1,1329220.818,1814737.431,1388103.75,659612.9794,-193570.4276,-764469.4799,687102.8218,2485385.737,-827456.5909,88639.72162,-695583.7306,234934.9016,-354324.1346,896845.6641
192,1346248.287,2046121.213,1504970.395,744722.4705,-88885.01744,-799121.2439,459948.5523,2214406.476,-797653.0499,91203.29167,-841072.1996,131212.173,-359898.4969,997347.3184
191.9,1373348.202,2212098.746,1670197.916,912351.2244,23788.32259,-680625.2616,252541.2922,1944471.662,-687399.2457,125287.8713,-870155.5696,116894.0992,-331825.7537,1102557.936
191.8,1418297.218,2313121.629,1830632.918,1084330.846,232867.8914,-551008.4066,77497.5621,1689441.602,-571123.4591,211893.4082,-851299.8216,110748.5736,-288537.9059,1110523.584
191.7,1423732.321,2343559.796,1908194.539,1263152.091,406916.5122,-366451.6552,-50791.9501,1460118.861,-430021.6671,333216.3601,-816612.2479,150195.4431,-298087.1347,1121562.891
191.6,1424780.747,2358281.523,1874167.454,1434218.568,467709.2901,-181447.8806,-156818.4301,1247099.44,-238818.2546,559564.9135,-753726.5975,184827.1139,-254293.9735,1177407.975
191.5,1433042.819,2355376.966,1819072.383,1603723.347,560943.5834,-14231.29526,-232545.6049,987036.1407,-87781.88257,731146.6502,-661725.7462,191182.1257,-216375.5775,1247179.017
191.4,1403816.211,2332140.509,1740961.68,1793695.307,588640.3257,194448.9566,-338810.6167,734234.2342,70994.1394,907978.4733,-524137.2746,185283.2885,-166043.383,1406404.449
191.3,1395480.53,2314414.753,1638584.001,1943717.67,625593.8518,470735.202,-429570.0681,490852.244,258209.1573,1081346.712,-374761.4737,132639.7827,-62381.72973,1566783.747
191.2,1401142.426,2301324.352,1599760.417,2108489.613,611779.3008,807761.3065,-405901.9067,285698.9997,429020.9875,1242105.989,-214034.027,107888.5796,31365.03882,1734718.872
191.1,1422962.414,2287975.326,1513212.574,2209512.496,607770.6141,1128074.271,-350015.0451,106692.5387,598481.9997,1350931.388,-105106.372,28719.50456,110722.5122,1913126.318
191,1362973.363,2284871.827,1365042.363,2310396.12,597101.3403,1476135.703,-287859.5128,-49084.42863,737673.946,1437656.29,2821.478803,-41408.63915,183550.1035,2128542.994
190.9,1262067.856,2325336.684,1238049.556,2387645.402,526037.1733,1810203.536,-171651.1676,-139782.4069,848815.0327,1446224.733,30981.47813,-104496.415,237923.0144,2319766.3
190.8,1189054.055,2324580.703,1056596.304,2447029.668,471135.0759,2076778.216,-51428.96324,-255606.9925,931067.7128,1395108.507,2375.72876,-174928.5425,341961.8622,2515863.693
190.7,1114003.085,2345947.103,867535.4999,2495591.476,435727.3313,2332060.933,101083.1625,-354286.3356,1026070.603,1287317.609,-84700.66474,-249439.7822,482789.1139,2775781.764
190.6,1108860.427,2356988.399,697583.1004,2495352.745,409570.4021,2553722.406,293698.4683,-413819.8089,1044765.208,1164693.574,-211638.7621,-336841.0882,652021.3425,3007032.255
190.5,1095525.327,2368725.992,522066.2856,2479735.777,420215.8028,2773334.774,525324.9599,-492740.2061,1047496.685,997854.6211,-422056.0187,-417193.8697,804240.0284,3230742.834
190.4,1094335.652,2357326.6,380767.5407,2411100.695,465670.1319,2927634.396,786593.8493,-546898.2593,1083980.707,808690.3669,-597338.0816,-510694.7456,996557.5176,3446774.241
190.3,1082100.703,2379210.25,287143.3206,2270925.974,573872.8413,3014154.388,1059870.894,-658622.2469,1078271.064,627145.6014,-792597.9269,-576634.1599,1173204.324,3613209.341
190.2,1074944.749,2378732.788,213128.8397,2152276.806,710198.0295,3103777.879,1357681.499,-780146.1305,1062433.27,483413.7926,-1021908.731,-643651.8413,1307581.868,3759352.331
190.1,1109580.598,2449277.716,121186.8754,2029847.735,819860.9752,3191312.477,1619232.886,-917937.5232,1032872.439,335846.3769,-1258745.52,-704020.8721,1428948.587,3842689.246
190,1163163.708,2499072.965,72955.90909,1926640.466,850257.3641,3218667.038,1833135.611,-1025020.188,1004590.806,187855.4131,-1476716.615,-722043.0521,1535744.775,3918048.577
